epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,12239.2,0.73977,0.45091,0.90562,0.62937,0.56739,0.5712,0.36328,0.98815,0.67772,1.22858,0.002872,0.002872,0.002872
182,12306.5,0.72977,0.4434,0.90893,0.631,0.56331,0.56893,0.3639,0.99113,0.67491,1.23223,0.0028324,0.0028324,0.0028324
183,12374,0.73475,0.44935,0.91607,0.64991,0.56217,0.56989,0.36481,0.99294,0.67742,1.23571,0.0027928,0.0027928,0.0027928
184,12441.2,0.72592,0.44203,0.91056,0.63472,0.56759,0.56917,0.36515,0.99407,0.67758,1.24117,0.0027532,0.0027532,0.0027532
185,12508.5,0.72856,0.44877,0.90441,0.63397,0.57323,0.56977,0.36467,0.99272,0.68137,1.24004,0.0027136,0.0027136,0.0027136
186,12576,0.72795,0.4445,0.91105,0.62873,0.56657,0.56754,0.36492,0.9879,0.68441,1.23254,0.002674,0.002674,0.002674
187,12643.3,0.72996,0.4464,0.90354,0.63169,0.567,0.5677,0.3648,0.98142,0.68979,1.22374,0.0026344,0.0026344,0.0026344
188,12725.6,0.72538,0.44216,0.909,0.64074,0.56873,0.57081,0.36621,0.98511,0.68442,1.22925,0.0025948,0.0025948,0.0025948
189,12793.6,0.72617,0.44102,0.90785,0.63897,0.56236,0.56938,0.36613,0.98429,0.68413,1.22719,0.0025552,0.0025552,0.0025552
190,12861.2,0.70781,0.42724,0.90482,0.64057,0.56147,0.57011,0.36616,0.98437,0.68265,1.2279,0.0025156,0.0025156,0.0025156
191,12928.7,0.72442,0.43671,0.90285,0.64488,0.55751,0.57034,0.36589,0.98395,0.68569,1.2253,0.002476,0.002476,0.002476
192,12996.1,0.70992,0.43344,0.90626,0.64639,0.55486,0.57184,0.36571,0.98323,0.687,1.22625,0.0024364,0.0024364,0.0024364
193,13063.4,0.70911,0.43015,0.9079,0.64581,0.5594,0.57398,0.36677,0.98566,0.68962,1.22785,0.0023968,0.0023968,0.0023968
194,13130.8,0.70086,0.42776,0.89595,0.64301,0.55972,0.57545,0.36601,0.98571,0.6893,1.23084,0.0023572,0.0023572,0.0023572
195,13198.1,0.71527,0.43989,0.89939,0.65641,0.55369,0.57447,0.36747,0.98497,0.69072,1.23092,0.0023176,0.0023176,0.0023176
196,13265.3,0.70537,0.42382,0.89784,0.65038,0.55496,0.57361,0.36671,0.98459,0.69308,1.23198,0.002278,0.002278,0.002278
197,13332.7,0.69684,0.42707,0.89846,0.65183,0.55562,0.57351,0.36636,0.98588,0.68736,1.23537,0.0022384,0.0022384,0.0022384
198,13399.9,0.70638,0.4278,0.89784,0.64976,0.55719,0.57251,0.36418,0.9874,0.68445,1.23973,0.0021988,0.0021988,0.0021988
199,13467.3,0.71215,0.43151,0.89931,0.65025,0.5568,0.57231,0.36432,0.98942,0.68098,1.2424,0.0021592,0.0021592,0.0021592
200,13534.6,0.69961,0.423,0.89684,0.64597,0.56376,0.57289,0.36491,0.99056,0.67914,1.24706,0.0021196,0.0021196,0.0021196
201,13602,0.69343,0.41781,0.89658,0.64787,0.56013,0.57364,0.36441,0.98961,0.67538,1.24687,0.00208,0.00208,0.00208
202,13669.4,0.70566,0.42457,0.89899,0.6442,0.56118,0.57082,0.36391,0.99264,0.67657,1.25131,0.0020404,0.0020404,0.0020404
203,13736.7,0.70147,0.42204,0.89592,0.64477,0.55971,0.56959,0.36359,0.99512,0.67684,1.25477,0.0020008,0.0020008,0.0020008
204,13803.8,0.68126,0.41209,0.89746,0.64266,0.5612,0.56894,0.36332,0.99584,0.67635,1.2552,0.0019612,0.0019612,0.0019612
205,13871.4,0.69385,0.41782,0.90158,0.63615,0.56104,0.56862,0.36462,0.99641,0.67208,1.2575,0.0019216,0.0019216,0.0019216
206,13938.8,0.69147,0.42001,0.90015,0.64702,0.55645,0.56936,0.36557,0.99727,0.67085,1.25941,0.001882,0.001882,0.001882
207,14006.3,0.68578,0.41312,0.89502,0.6403,0.55676,0.56753,0.36492,0.99764,0.6702,1.2606,0.0018424,0.0018424,0.0018424
208,14073.7,0.69195,0.41976,0.8937,0.64155,0.55821,0.56641,0.36455,0.99591,0.67486,1.2609,0.0018028,0.0018028,0.0018028
209,14141.1,0.6827,0.41058,0.89205,0.64141,0.55899,0.56577,0.36429,0.99625,0.67597,1.26283,0.0017632,0.0017632,0.0017632
210,14208.6,0.68272,0.41073,0.89563,0.63898,0.56043,0.56593,0.36485,0.99368,0.67996,1.25967,0.0017236,0.0017236,0.0017236
211,14275.9,0.67522,0.40701,0.8917,0.63838,0.56233,0.56703,0.36462,0.99161,0.68248,1.25593,0.001684,0.001684,0.001684
212,14343,0.68462,0.41272,0.89202,0.63705,0.56124,0.56689,0.36448,0.99021,0.68394,1.25367,0.0016444,0.0016444,0.0016444
213,14410.4,0.66677,0.40205,0.88646,0.64188,0.56028,0.56738,0.36437,0.99249,0.68115,1.25724,0.0016048,0.0016048,0.0016048
214,14477.6,0.66053,0.40053,0.89072,0.64768,0.55841,0.56917,0.3649,0.99353,0.68141,1.25828,0.0015652,0.0015652,0.0015652
215,14545.1,0.67809,0.4104,0.89119,0.64784,0.55586,0.5685,0.36378,0.99482,0.68185,1.25932,0.0015256,0.0015256,0.0015256
216,14612.4,0.66818,0.40087,0.8855,0.65039,0.55813,0.56985,0.36419,0.99229,0.68524,1.25822,0.001486,0.001486,0.001486
217,14679.7,0.667,0.40017,0.8876,0.64973,0.55574,0.56889,0.36495,0.99184,0.68594,1.25973,0.0014464,0.0014464,0.0014464
218,14747.1,0.66636,0.40159,0.88604,0.65658,0.55505,0.56865,0.36436,0.99308,0.68557,1.26279,0.0014068,0.0014068,0.0014068
219,14814.2,0.65612,0.39804,0.88738,0.65183,0.55665,0.56895,0.36383,0.99209,0.6868,1.26272,0.0013672,0.0013672,0.0013672
220,14881.4,0.65929,0.39338,0.87903,0.65068,0.55731,0.56853,0.36346,0.99035,0.68971,1.26073,0.0013276,0.0013276,0.0013276
221,14948.9,0.65773,0.39758,0.88519,0.65205,0.55797,0.5687,0.36311,0.99413,0.68687,1.26709,0.001288,0.001288,0.001288
222,15016.3,0.6774,0.40121,0.88425,0.65579,0.55798,0.57006,0.36324,0.99586,0.68229,1.26992,0.0012484,0.0012484,0.0012484
223,15083.7,0.66924,0.39981,0.88469,0.64791,0.56094,0.57093,0.36384,0.99602,0.68365,1.26929,0.0012088,0.0012088,0.0012088
224,15150.8,0.65137,0.39268,0.88805,0.6493,0.55948,0.56985,0.36343,0.99674,0.6816,1.27048,0.0011692,0.0011692,0.0011692
225,15218.1,0.65632,0.39677,0.88171,0.6464,0.55881,0.56968,0.3633,0.99259,0.68184,1.26475,0.0011296,0.0011296,0.0011296
226,15285.8,0.64899,0.38976,0.87874,0.64426,0.55854,0.56973,0.36318,0.99227,0.68254,1.26364,0.00109,0.00109,0.00109
227,15353.1,0.64702,0.38643,0.87972,0.64634,0.55891,0.57051,0.36311,0.99384,0.68276,1.26621,0.0010504,0.0010504,0.0010504
228,15431.7,0.63354,0.38263,0.88091,0.64962,0.55883,0.56999,0.3641,0.99298,0.68241,1.26567,0.0010108,0.0010108,0.0010108
229,15499.6,0.64301,0.38704,0.88241,0.65068,0.55963,0.57056,0.36389,0.99177,0.68406,1.26561,0.0009712,0.0009712,0.0009712
230,15567.2,0.64531,0.38942,0.88588,0.64708,0.56276,0.57291,0.36451,0.98882,0.68424,1.26323,0.0009316,0.0009316,0.0009316
231,15634.6,0.64505,0.38424,0.87933,0.65017,0.56311,0.57288,0.3645,0.98703,0.68603,1.26273,0.000892,0.000892,0.000892
232,15702,0.63926,0.3863,0.8833,0.65249,0.56296,0.57263,0.36441,0.98725,0.68591,1.26343,0.0008524,0.0008524,0.0008524
233,15769.4,0.6431,0.38608,0.87746,0.65644,0.55941,0.56991,0.3638,0.98608,0.68748,1.26271,0.0008128,0.0008128,0.0008128
234,15836.8,0.63998,0.38302,0.87835,0.65707,0.56026,0.57136,0.36384,0.98493,0.68675,1.26239,0.0007732,0.0007732,0.0007732
235,15904.1,0.63765,0.38091,0.87768,0.65541,0.56157,0.57106,0.36423,0.98452,0.68464,1.26306,0.0007336,0.0007336,0.0007336
236,15971.4,0.63885,0.38629,0.88065,0.65328,0.56201,0.57074,0.36463,0.98443,0.68475,1.2632,0.000694,0.000694,0.000694
237,16038.8,0.62845,0.37379,0.87685,0.65259,0.56166,0.56923,0.36404,0.98384,0.68533,1.26288,0.0006544,0.0006544,0.0006544
238,16106.1,0.63346,0.38105,0.88065,0.65684,0.56199,0.57094,0.36412,0.9884,0.68315,1.26995,0.0006148,0.0006148,0.0006148
239,16173.3,0.63083,0.37854,0.87682,0.65747,0.56148,0.57276,0.36407,0.98832,0.68369,1.27063,0.0005752,0.0005752,0.0005752
240,16240.8,0.63104,0.37752,0.87976,0.65462,0.56149,0.57091,0.36407,0.98863,0.68347,1.27186,0.0005356,0.0005356,0.0005356
241,16362,0.4897,0.26987,0.81356,0.65629,0.5636,0.572,0.36485,0.98904,0.68239,1.27297,0.000496,0.000496,0.000496
242,16429.4,0.49096,0.27099,0.81033,0.65659,0.56333,0.57153,0.36469,0.98951,0.68207,1.27496,0.0004564,0.0004564,0.0004564
243,16496.3,0.4864,0.27049,0.81133,0.65822,0.56377,0.5733,0.36491,0.98956,0.68365,1.27469,0.0004168,0.0004168,0.0004168
244,16563.1,0.48877,0.2707,0.81124,0.65589,0.56217,0.57159,0.36456,0.98925,0.68442,1.27507,0.0003772,0.0003772,0.0003772
245,16630.2,0.48073,0.26622,0.80973,0.65876,0.56154,0.57236,0.36466,0.98475,0.68607,1.26942,0.0003376,0.0003376,0.0003376
246,16697.1,0.48059,0.26638,0.8086,0.65807,0.56287,0.5727,0.36439,0.98506,0.68804,1.27065,0.000298,0.000298,0.000298
247,16764,0.48272,0.26592,0.80846,0.65797,0.56287,0.57269,0.36443,0.99099,0.6869,1.28004,0.0002584,0.0002584,0.0002584
248,16830.7,0.47719,0.26565,0.80776,0.65667,0.5614,0.57112,0.36453,0.99248,0.68612,1.28242,0.0002188,0.0002188,0.0002188
249,16897.5,0.47772,0.26304,0.81055,0.6625,0.56131,0.57241,0.36519,0.99319,0.6849,1.28505,0.0001792,0.0001792,0.0001792
250,16964.5,0.47957,0.26356,0.81096,0.66235,0.56047,0.57222,0.36486,0.98875,0.68606,1.27914,0.0001396,0.0001396,0.0001396
